ipaddr_origin,idp_origin,ipaddr_resp,idp_resp,host
163.156.47.13,3170,188.109.180.165,8000,university.ac.th
108.135.28.48,4945,185.80.43.45,80,facebook.com
79.154.168.198,3849,150.89.85.195,80,university.ac.th
171.104.170.119,4839,1.4.165.122,80,stackoverflow.com
180.96.57.96,2651,186.114.160.117,80,university.ac.th
107.88.43.173,2807,5.155.60.50,80,api.line.me
95.8.141.179,3705,27.195.133.224,8000,student.university.ac.th
231.0.4.115,2903,232.48.22.78,80,teams.microsoft.com
72.221.98.157,4701,156.183.248.153,80,facebook.com
16.53.196.56,1940,236.216.37.38,80,login.microsoftonline.com
123.150.64.65,5882,120.44.103.114,8000,cdn.discordapp.com
39.217.123.89,2995,25.29.185.142,80,google.com
252.43.222.20,4967,119.209.239.28,8080,cdn.discordapp.com
160.51.168.182,3851,249.225.76.76,8000,stackoverflow.com
193.214.1.27,2555,105.162.0.28,8000,zoom.us
101.213.22.102,1879,243.93.4.206,80,google.com
240.114.13.245,2119,254.183.74.82,8080,login.microsoftonline.com
4.52.147.120,1290,54.8.253.49,80,student.university.ac.th
168.229.148.108,3060,206.36.216.247,80,amazon.com
239.93.114.46,5860,133.149.40.87,8000,cdn.discordapp.com
118.186.66.128,5361,26.155.225.175,80,medium.com
17.192.242.204,3496,197.45.181.46,80,login.microsoftonline.com
52.13.81.244,1538,198.230.225.56,8000,teams.microsoft.com
124.237.239.107,2601,249.33.29.36,80,www.google.com
222.28.248.225,3360,123.206.149.8,80,teams.microsoft.com
158.3.81.114,5195,149.215.76.164,8000,www.google.com
163.49.158.102,6366,37.197.48.218,80,api.line.me
255.223.56.95,4438,240.75.131.150,8000,stackoverflow.com
131.153.24.233,5471,58.18.217.230,80,amazon.com
99.193.91.31,5731,244.190.69.29,8000,login.microsoftonline.com
89.31.132.1,4640,81.14.134.49,80,login.microsoftonline.com
183.144.90.235,2384,158.141.114.137,80,university.ac.th
76.24.94.232,1581,43.105.230.211,80,twitter.com
31.97.112.91,2637,33.183.106.164,8000,university.ac.th
247.68.75.123,3049,156.233.249.163,80,amazon.com
175.36.69.245,5048,52.23.105.217,80,www.google.com
86.103.233.219,2569,11.4.48.176,80,youtube.com
52.169.213.89,5161,221.196.46.232,8000,www.instagram.com
50.35.92.110,6031,205.69.50.193,80,login.microsoftonline.com
107.83.216.179,6364,108.137.144.2,80,www.google.com
42.252.164.194,2432,11.186.136.193,80,cdn.discordapp.com
123.240.200.174,2864,34.26.102.30,80,twitter.com
30.76.135.217,1070,3.93.112.103,80,student.university.ac.th
127.182.226.130,3149,213.118.44.225,80,zoom.us
114.140.123.38,2173,18.202.14.108,80,amazon.com
14.123.150.183,5874,241.158.121.128,80,university.ac.th
139.98.200.170,5941,112.217.132.200,80,google.com
218.190.161.203,4991,250.159.52.238,80,www.instagram.com
23.235.16.225,2261,231.195.237.22,8000,www.google.com
179.10.22.143,3191,121.179.85.124,80,student.university.ac.th
96.40.188.39,5756,241.62.164.161,80,twitter.com
104.117.60.178,6359,143.159.123.135,80,google.com
141.239.154.101,2073,92.150.94.155,8080,medium.com
64.142.177.208,3551,29.228.254.196,8000,amazon.com
126.133.14.127,5992,223.46.93.73,80,login.microsoftonline.com
26.207.228.227,5602,251.106.4.222,80,google.com
105.216.25.27,2547,194.186.24.230,80,login.microsoftonline.com
188.5.153.17,2712,109.172.246.65,80,stackoverflow.com
215.16.77.70,4970,159.227.184.148,80,medium.com
238.231.73.164,2108,114.160.151.155,80,www.google.com
227.242.24.26,4943,128.255.236.28,80,cdn.discordapp.com
188.121.120.83,3778,26.124.124.93,8080,facebook.com
164.56.26.91,3230,57.211.142.27,8080,amazon.com
20.11.142.202,4749,17.135.178.65,80,student.university.ac.th
51.90.182.246,2633,224.69.31.192,80,amazon.com
222.247.82.236,5620,2.54.153.51,80,zoom.us
190.206.183.191,5390,8.166.39.76,80,api.line.me
154.89.21.76,1766,29.59.219.0,80,teams.microsoft.com
134.56.227.226,4065,133.17.147.14,8000,facebook.com
173.209.202.243,6173,19.21.179.165,8080,www.google.com
144.98.98.55,1041,23.184.12.79,80,www.instagram.com
136.15.212.202,1915,86.205.6.0,8080,amazon.com
84.190.222.136,3237,32.124.43.23,8000,stackoverflow.com
56.148.20.200,1244,245.16.190.171,8000,api.line.me
170.235.171.212,4913,173.21.96.188,80,teams.microsoft.com
63.192.70.77,4064,222.237.244.141,80,stackoverflow.com
130.173.54.122,6220,233.236.50.216,80,cdn.discordapp.com
19.223.87.32,1050,62.148.224.188,80,www.google.com
131.88.202.29,2319,101.218.42.171,80,www.instagram.com
107.251.208.6,5638,205.189.189.198,8080,cdn.discordapp.com
76.124.246.83,5991,52.230.55.70,80,www.google.com
153.89.55.6,3213,44.158.33.250,80,stackoverflow.com
115.214.160.111,3490,127.95.29.218,80,login.microsoftonline.com
102.36.129.75,4109,224.221.97.237,8080,api.line.me
78.152.158.193,5248,215.187.143.142,80,youtube.com
70.176.231.122,5849,65.161.137.80,80,cdn.discordapp.com
46.204.209.190,5720,164.59.210.25,8080,youtube.com
120.217.52.125,1144,138.184.164.62,80,amazon.com
218.157.97.179,1076,77.254.36.182,8000,google.com
159.186.207.70,2496,149.82.188.223,80,youtube.com
25.247.187.81,2174,17.200.240.18,80,www.instagram.com
167.53.214.71,5350,51.172.94.80,8000,api.line.me
162.162.106.172,5680,200.59.225.217,8000,zoom.us
58.127.209.35,5892,88.42.16.72,80,google.com
142.38.13.102,5525,161.199.168.158,80,stackoverflow.com
32.29.95.169,2216,225.38.210.45,80,api.line.me
147.204.113.2,1818,122.146.168.252,80,student.university.ac.th
40.63.184.237,1123,221.6.235.148,8000,cdn.discordapp.com
54.212.230.110,5634,3.56.8.165,8000,university.ac.th
8.2.115.61,1778,101.139.142.13,80,amazon.com
230.136.16.69,2434,104.27.217.78,80,login.microsoftonline.com
90.104.149.41,5375,229.218.16.241,80,api.line.me
140.112.210.199,4366,91.13.151.147,80,facebook.com
98.192.22.224,3360,9.132.48.189,80,www.instagram.com
97.229.183.7,4746,220.191.81.124,8080,api.line.me
113.179.140.49,5160,2.109.206.47,8080,medium.com
11.102.251.140,2403,98.222.112.155,80,login.microsoftonline.com
193.122.0.216,1919,159.98.129.16,8000,facebook.com
55.34.6.109,2998,152.139.183.246,80,api.line.me
59.143.225.190,2489,101.43.119.81,8000,twitter.com
179.42.117.51,3637,203.237.3.98,80,youtube.com
188.194.187.28,6404,95.44.99.82,8000,www.google.com
131.112.92.215,4878,167.10.103.75,80,stackoverflow.com
236.70.38.15,5607,181.62.178.194,80,medium.com
15.167.57.104,6371,228.62.82.212,80,zoom.us
44.148.79.67,4819,126.235.87.151,80,stackoverflow.com
46.74.40.223,3626,31.74.231.65,8000,teams.microsoft.com
146.38.81.157,3127,227.175.64.48,80,cdn.discordapp.com
149.46.237.124,5120,220.14.167.221,80,google.com
215.97.11.3,6272,153.138.112.113,80,twitter.com
15.111.188.122,6017,237.182.193.91,8000,www.google.com
16.242.246.236,4174,180.224.227.138,80,zoom.us
119.39.129.105,1462,12.10.213.184,8000,youtube.com
4.133.15.93,1523,195.78.166.64,80,twitter.com
31.93.94.219,3151,69.102.126.128,80,student.university.ac.th
180.189.2.178,3112,156.100.184.84,80,amazon.com
50.25.52.141,5525,55.191.133.98,8000,stackoverflow.com
82.57.73.71,1170,5.171.28.165,8000,www.instagram.com
248.204.225.108,1120,171.103.60.104,8080,google.com
176.148.134.252,1293,127.114.236.95,80,twitter.com
167.71.239.175,4922,195.28.252.127,80,stackoverflow.com
113.117.183.225,3941,46.71.197.131,80,stackoverflow.com
252.162.161.171,4707,63.162.153.224,8000,teams.microsoft.com
235.39.141.38,3390,13.248.100.131,8000,zoom.us
174.117.11.67,4680,241.174.198.145,80,student.university.ac.th
18.32.76.2,4469,79.52.47.232,80,api.line.me
7.214.39.229,5372,37.24.125.36,80,stackoverflow.com
133.16.24.65,1252,22.253.42.242,80,twitter.com
195.53.1.222,2938,118.37.225.142,80,www.instagram.com
51.215.55.226,5701,164.99.171.141,8080,api.line.me
100.32.199.234,5609,217.92.39.88,80,zoom.us
183.115.5.3,2485,240.103.178.21,80,google.com
28.45.9.15,3693,174.116.13.74,80,www.google.com
153.62.4.102,1137,79.145.53.63,8000,twitter.com
202.75.75.115,2889,5.248.243.125,8080,api.line.me
20.215.139.198,3747,73.143.215.52,80,amazon.com
116.201.221.131,6132,44.133.245.182,8080,twitter.com
78.107.197.134,2193,41.112.158.72,8000,twitter.com
240.148.121.152,2663,243.98.125.221,80,teams.microsoft.com
227.236.66.81,5581,157.87.82.254,80,university.ac.th
52.227.197.164,1072,4.188.151.23,8000,api.line.me
181.25.25.41,5742,11.117.57.192,80,medium.com
180.168.187.158,2769,13.241.171.14,80,facebook.com
81.239.41.140,1487,152.222.200.125,8000,zoom.us
186.7.126.119,6135,148.141.138.217,8080,www.google.com
235.119.46.73,4704,133.34.191.139,80,zoom.us
195.192.204.8,5344,145.253.187.118,80,zoom.us
160.224.108.235,5071,113.99.188.223,80,stackoverflow.com
109.172.160.29,5499,43.122.212.210,8080,google.com
98.81.188.119,5278,99.107.218.81,80,student.university.ac.th
53.125.47.67,2149,161.16.150.130,8080,amazon.com
210.178.53.211,1705,93.140.199.231,80,teams.microsoft.com
204.53.82.255,3772,68.207.30.71,8000,amazon.com
10.253.208.184,6469,176.86.15.183,8000,university.ac.th
43.228.172.187,2725,141.159.96.12,80,university.ac.th
41.26.94.76,5647,137.226.70.90,80,student.university.ac.th
249.214.220.23,6374,59.94.254.40,8000,university.ac.th
199.164.69.179,4756,187.142.68.63,80,teams.microsoft.com
12.241.192.172,1106,146.9.2.73,80,cdn.discordapp.com
232.129.187.214,5282,239.154.83.198,80,twitter.com
136.9.9.197,5676,169.62.80.6,8080,facebook.com
208.21.108.27,1167,35.216.121.241,8000,medium.com
125.53.237.103,5358,14.165.207.7,80,student.university.ac.th
34.172.69.119,4158,217.241.102.58,80,university.ac.th
131.196.14.52,3886,64.24.145.151,80,student.university.ac.th
2.142.243.31,5258,168.250.96.35,80,twitter.com
136.31.217.209,1499,138.101.204.238,80,medium.com
224.220.42.64,2137,50.68.105.79,8080,medium.com
119.72.205.225,3380,97.5.211.248,80,stackoverflow.com
84.181.219.159,1502,234.74.230.43,80,login.microsoftonline.com
11.192.202.216,3087,161.24.36.40,80,student.university.ac.th
208.76.23.98,2097,254.236.41.143,80,www.google.com
104.181.89.57,4480,57.20.208.35,8000,google.com
128.222.17.5,6023,225.156.40.24,8080,amazon.com
109.198.211.130,4587,146.201.70.188,80,google.com
157.17.247.132,2467,191.252.202.6,80,login.microsoftonline.com
170.26.109.24,2262,167.137.137.33,80,www.google.com
161.188.103.148,4947,29.21.115.82,8000,zoom.us
77.225.224.217,2294,162.14.234.212,80,www.instagram.com
132.247.179.8,4195,26.28.77.229,80,student.university.ac.th
90.202.230.0,5116,234.119.197.3,80,login.microsoftonline.com
35.88.237.60,2153,43.24.69.54,80,zoom.us
2.60.20.234,3055,183.145.208.19,8000,stackoverflow.com
213.163.45.16,2535,138.219.178.67,8080,medium.com
57.233.192.137,2030,2.102.5.186,80,login.microsoftonline.com
124.95.41.226,6390,25.130.60.54,80,twitter.com
160.231.195.74,6147,84.158.31.222,80,student.university.ac.th
210.197.11.175,2162,199.33.149.166,80,zoom.us
222.124.131.29,4290,113.64.138.62,8080,facebook.com
238.215.115.131,2250,141.11.189.73,80,youtube.com
95.179.74.34,2923,104.198.135.137,80,medium.com
141.187.164.81,2307,152.249.160.46,8000,student.university.ac.th
61.136.199.243,2862,38.18.21.81,80,student.university.ac.th
228.146.48.221,1849,137.72.208.92,80,www.google.com
131.56.228.64,1749,115.229.87.3,80,student.university.ac.th
17.120.16.25,3601,157.142.163.48,8080,api.line.me
217.249.71.115,1954,150.174.36.157,8000,medium.com
124.92.120.237,2439,213.207.152.113,80,cdn.discordapp.com
169.182.33.45,5630,64.36.10.249,80,api.line.me
34.46.234.189,3797,171.55.137.107,80,google.com
244.48.18.70,5642,212.246.71.164,80,zoom.us
32.105.175.172,3023,109.61.169.150,8000,login.microsoftonline.com
195.203.46.107,5117,75.122.226.3,80,teams.microsoft.com
183.81.176.14,5323,134.50.139.175,80,youtube.com
253.175.60.128,4030,128.113.224.230,80,api.line.me
224.19.102.64,5722,182.181.31.218,80,facebook.com
5.33.167.28,3496,216.192.65.156,8000,youtube.com
50.202.117.190,4456,40.53.93.139,80,amazon.com
72.88.26.19,5320,215.165.253.182,8000,api.line.me
96.204.56.88,4107,134.186.75.78,80,www.instagram.com
222.30.45.164,5999,136.93.169.156,8000,www.instagram.com
161.95.22.168,5985,187.253.219.78,80,youtube.com
222.190.130.55,2532,187.108.8.185,80,student.university.ac.th
233.15.12.166,2832,189.69.15.255,80,teams.microsoft.com
202.254.95.110,4605,183.179.225.101,8080,twitter.com
49.185.188.212,4842,56.210.198.181,80,twitter.com
245.85.41.111,3365,111.63.198.232,80,teams.microsoft.com
189.204.41.83,2479,151.80.249.101,80,www.instagram.com
38.63.113.131,1455,146.133.43.2,80,login.microsoftonline.com
227.189.194.233,5618,86.76.34.116,8000,login.microsoftonline.com
198.225.55.178,4312,243.102.108.207,80,login.microsoftonline.com
8.189.227.203,1167,134.69.243.192,80,api.line.me
46.34.232.88,1065,193.249.149.26,80,university.ac.th
71.61.28.123,5459,202.252.34.11,80,facebook.com
231.152.69.223,4112,140.17.104.74,8080,student.university.ac.th
133.156.195.223,1784,156.137.76.104,80,amazon.com
96.205.59.28,5339,85.238.160.90,8000,stackoverflow.com
210.165.245.218,1329,39.22.162.190,80,cdn.discordapp.com
39.227.223.195,5814,235.84.205.74,80,www.google.com
19.192.216.194,2664,132.199.140.75,8000,youtube.com
30.162.159.136,2684,86.138.234.202,8080,google.com
199.225.136.136,3950,53.95.132.11,80,www.google.com
187.47.215.185,5687,81.61.247.71,8000,www.google.com
130.50.254.44,4209,51.85.181.239,8000,twitter.com
89.139.94.102,1238,217.127.58.196,80,teams.microsoft.com
40.185.249.242,6493,169.207.72.124,80,www.google.com
42.72.49.28,3147,69.250.176.172,8000,zoom.us
182.244.227.73,1601,188.145.211.114,80,www.instagram.com
208.92.6.142,1848,12.155.135.36,80,twitter.com
106.27.115.0,5994,188.142.63.253,8080,login.microsoftonline.com
71.149.11.230,5413,51.66.175.201,80,facebook.com
186.217.165.199,3925,140.99.117.96,8000,facebook.com
69.57.39.220,4906,78.149.224.254,80,api.line.me
166.77.46.11,5023,46.214.207.249,8080,login.microsoftonline.com
114.24.180.70,2783,179.103.181.237,80,university.ac.th
175.94.153.27,3811,249.205.250.104,8000,zoom.us
141.10.19.135,1992,75.150.236.47,80,www.instagram.com
231.204.187.43,2586,104.176.209.8,8000,medium.com
49.180.227.128,3884,183.4.125.98,8080,teams.microsoft.com
66.215.92.94,2924,189.78.48.31,80,twitter.com
222.88.178.59,3993,2.83.136.58,80,amazon.com
116.20.21.144,4498,196.135.145.124,80,amazon.com
27.222.131.134,2262,66.175.168.87,8080,twitter.com
33.201.159.50,2647,25.152.220.115,80,twitter.com
110.137.104.126,3246,206.17.156.172,80,facebook.com
27.117.116.234,4091,175.65.164.239,8080,zoom.us
97.31.237.153,3981,182.216.106.189,8000,medium.com
162.135.5.194,6212,104.120.94.26,80,twitter.com
152.252.22.242,5164,15.64.108.184,80,www.google.com
104.100.189.179,3856,51.61.81.102,80,student.university.ac.th
12.150.82.70,2748,193.243.144.41,80,www.google.com
117.156.244.232,4017,232.89.217.79,80,twitter.com
212.154.107.51,3339,118.201.155.69,80,google.com
168.65.39.237,1712,233.131.102.223,80,stackoverflow.com
71.172.101.105,2974,74.29.82.158,80,cdn.discordapp.com
168.10.30.23,5296,223.213.224.251,80,twitter.com
206.227.235.207,4085,36.130.53.88,80,login.microsoftonline.com
22.112.116.109,5071,45.53.36.67,80,facebook.com
118.168.221.187,2499,9.9.40.194,8000,teams.microsoft.com
38.171.123.82,4176,131.118.83.223,8000,www.instagram.com
1.236.81.0,5613,23.222.147.11,80,google.com
244.59.189.132,3585,208.191.168.102,80,amazon.com
205.39.17.77,5882,115.241.163.79,80,facebook.com
199.172.15.203,4934,47.182.45.63,8080,student.university.ac.th
26.155.181.141,6296,114.149.233.63,8000,student.university.ac.th
46.32.8.18,2381,35.97.92.154,8080,zoom.us
181.1.76.246,6013,80.14.144.139,80,login.microsoftonline.com
95.221.50.145,3571,209.41.45.154,80,login.microsoftonline.com
169.112.223.162,3696,185.199.72.246,80,www.google.com
125.29.229.94,3835,111.209.42.66,80,stackoverflow.com
233.207.111.198,1898,209.42.239.61,8000,zoom.us
142.244.218.26,4301,159.148.4.24,80,stackoverflow.com
129.84.14.188,4674,183.25.128.252,8080,www.google.com
172.180.232.233,5294,153.86.78.149,8000,www.google.com
123.20.109.211,1656,11.185.56.130,8000,login.microsoftonline.com
194.40.103.192,2849,54.201.181.70,8000,stackoverflow.com
137.140.126.226,4732,64.86.171.203,80,api.line.me
168.102.106.243,6277,68.250.21.57,80,student.university.ac.th
201.144.6.21,5576,193.124.169.119,8000,facebook.com
30.228.142.5,3374,192.182.95.136,8080,zoom.us
191.197.31.32,5263,187.205.102.59,80,university.ac.th
54.136.157.160,4300,236.150.140.59,8080,student.university.ac.th
244.176.186.51,5093,174.156.17.6,80,login.microsoftonline.com
222.51.108.82,3098,133.30.236.131,80,teams.microsoft.com
176.234.229.45,4993,218.129.6.126,8000,zoom.us
97.219.141.183,2013,110.203.221.80,80,stackoverflow.com
148.45.90.87,3361,9.87.60.88,80,student.university.ac.th
106.214.123.208,2570,168.149.139.59,8000,facebook.com
48.241.168.130,5588,104.254.159.34,8000,amazon.com
174.112.248.246,3900,75.182.38.106,8080,api.line.me
153.95.116.205,4411,185.216.69.126,80,api.line.me
146.94.172.185,2726,95.44.156.238,80,facebook.com
44.149.15.232,5852,34.104.212.93,80,teams.microsoft.com
231.46.247.104,4655,238.202.85.195,80,zoom.us
27.229.76.59,2565,99.189.59.199,80,google.com
113.123.166.68,5393,45.108.211.238,80,www.instagram.com
217.205.128.25,3283,57.88.150.74,80,www.instagram.com
121.75.189.73,4497,122.20.173.141,80,api.line.me
122.156.137.157,1660,1.220.73.68,80,medium.com
87.200.132.68,2560,65.5.105.118,8000,stackoverflow.com
58.44.192.117,4904,96.7.7.181,80,university.ac.th
129.228.165.165,2782,54.95.9.249,80,facebook.com
26.89.92.70,5443,242.57.81.98,80,zoom.us
187.86.159.209,4716,218.220.130.212,80,www.google.com
148.7.200.200,4297,110.102.51.23,8080,stackoverflow.com
77.78.81.232,1102,196.207.54.115,80,university.ac.th
98.57.62.246,6409,21.61.142.227,8080,university.ac.th
129.32.171.72,1365,202.21.69.80,8000,university.ac.th
22.70.27.240,5169,170.51.160.86,8000,amazon.com
213.153.142.152,2571,124.237.239.200,80,www.google.com
153.71.119.134,1427,131.61.98.197,8000,student.university.ac.th
83.182.249.30,2745,33.252.163.225,80,teams.microsoft.com
132.143.5.100,4293,183.181.221.106,80,api.line.me
46.106.85.225,3429,241.126.45.46,8080,cdn.discordapp.com
120.23.53.176,2926,211.78.33.106,80,www.instagram.com
240.34.136.236,5922,61.227.113.30,80,login.microsoftonline.com
71.37.56.67,4271,25.101.11.244,80,medium.com
238.69.237.115,1681,90.107.128.12,8080,twitter.com
43.2.90.155,6383,83.141.76.250,80,youtube.com
83.88.210.168,5969,103.89.134.120,80,medium.com
119.117.17.222,2341,144.189.175.10,80,university.ac.th
114.62.72.94,5239,64.226.108.181,8000,student.university.ac.th
51.252.27.174,1955,36.46.102.243,8000,twitter.com
12.168.52.252,1091,66.60.111.157,80,www.instagram.com
148.150.224.203,1342,162.111.112.230,8080,facebook.com
137.129.224.28,4542,225.216.87.229,80,university.ac.th
136.98.166.229,3039,160.197.51.187,80,facebook.com
27.47.169.54,1824,163.21.72.51,8000,cdn.discordapp.com
43.200.78.107,2651,113.40.193.1,80,twitter.com
162.95.134.194,2678,184.210.151.84,80,medium.com
240.249.143.18,1893,222.10.15.74,80,amazon.com
201.158.57.240,4876,229.126.135.17,8000,www.instagram.com
49.133.206.116,5985,47.7.29.115,80,www.google.com
178.117.55.135,3940,28.103.47.121,80,youtube.com
228.84.53.253,1185,236.201.101.66,80,teams.microsoft.com
147.209.150.133,4612,12.75.14.247,8080,facebook.com
62.207.230.249,6229,244.180.94.6,80,amazon.com
107.237.8.100,6076,126.61.25.253,8000,www.google.com
170.144.18.177,3872,144.123.19.171,80,cdn.discordapp.com
13.216.226.209,6085,23.228.115.87,80,youtube.com
68.187.152.114,2892,163.207.158.73,80,zoom.us
75.189.153.178,4267,146.174.119.91,80,student.university.ac.th
6.233.159.31,6454,181.248.111.2,80,login.microsoftonline.com
36.241.85.249,2039,223.234.160.60,80,www.google.com
102.251.134.25,4934,20.103.20.206,8000,medium.com
177.182.8.126,3248,219.79.204.95,80,amazon.com
10.246.206.164,6234,94.115.2.162,80,www.google.com
130.104.217.240,4807,248.12.233.31,80,teams.microsoft.com
122.26.3.141,3336,39.11.128.165,8080,api.line.me
239.100.172.153,4155,194.36.250.186,80,amazon.com
63.128.161.65,3554,83.100.243.73,80,student.university.ac.th
137.141.71.48,3326,251.118.195.57,80,zoom.us
84.15.121.37,5807,8.5.62.236,80,medium.com
127.32.59.113,4051,67.140.107.87,80,cdn.discordapp.com
120.241.232.245,5684,214.0.92.201,80,login.microsoftonline.com
66.121.154.130,4152,173.152.194.203,80,zoom.us
127.218.179.71,6188,30.19.227.9,80,amazon.com
120.133.176.10,5771,201.110.111.130,8000,login.microsoftonline.com
207.9.239.209,2002,107.116.159.230,80,amazon.com
167.44.60.58,2832,221.212.230.64,8000,cdn.discordapp.com
19.109.192.217,1987,37.80.26.109,8000,zoom.us
173.158.7.99,4234,224.29.100.34,8080,youtube.com
9.180.176.131,6296,112.120.134.102,80,zoom.us
122.72.119.146,5884,203.198.133.25,8080,google.com
193.105.83.26,6414,151.42.226.61,80,university.ac.th
156.68.247.63,2568,177.82.186.59,80,www.google.com
159.85.64.211,3107,21.184.235.217,80,amazon.com
32.86.188.112,3335,177.94.119.252,80,medium.com
158.223.167.65,5465,224.189.212.162,80,teams.microsoft.com
205.237.82.116,3071,61.100.211.180,8000,teams.microsoft.com
39.105.212.162,3517,120.42.160.82,80,google.com
144.123.240.3,5151,25.63.144.39,8000,www.google.com
37.127.193.108,4125,161.39.6.223,8000,www.instagram.com
117.134.14.25,3593,139.78.190.57,8000,login.microsoftonline.com
233.48.165.43,1268,254.180.215.25,80,student.university.ac.th
246.94.8.80,4216,226.237.181.237,80,api.line.me
3.153.152.144,5275,24.110.8.129,8000,teams.microsoft.com
45.111.80.144,6200,190.113.219.212,80,zoom.us
132.141.184.103,3765,194.82.154.249,80,twitter.com
193.9.149.133,2504,68.1.168.167,8000,amazon.com
191.3.216.228,3006,194.103.95.111,80,teams.microsoft.com
53.183.3.242,6264,134.208.157.123,8080,youtube.com
145.72.207.3,2547,230.213.197.225,80,google.com
21.254.205.158,4379,171.61.63.169,80,api.line.me
46.237.199.208,1830,132.139.153.160,8000,youtube.com
138.181.22.231,5631,253.12.76.249,8000,medium.com
46.115.228.7,5649,95.186.218.128,8080,www.google.com
43.241.148.253,1087,96.141.134.81,80,www.google.com
253.245.218.237,5787,188.240.188.232,80,medium.com
29.188.152.214,4749,1.218.191.117,8080,api.line.me
59.115.168.141,5356,223.55.105.8,80,stackoverflow.com
212.48.204.197,4584,175.223.133.134,80,login.microsoftonline.com
66.209.154.92,5267,238.60.207.59,8000,teams.microsoft.com
212.169.12.230,4284,173.91.12.207,80,twitter.com
126.65.86.204,3235,46.24.254.63,80,www.google.com
27.207.201.122,6138,243.27.163.1,80,facebook.com
187.186.169.240,4780,185.161.56.139,8000,youtube.com
53.20.249.250,4819,108.172.122.165,8000,login.microsoftonline.com
59.135.130.183,3428,130.128.2.11,8080,student.university.ac.th
210.213.155.20,1865,163.227.1.89,8000,medium.com
101.135.49.38,6367,14.121.128.138,8000,www.instagram.com
86.153.235.149,5280,7.242.236.7,80,university.ac.th
143.236.211.250,1600,161.107.136.8,80,api.line.me
222.128.197.55,1021,48.60.187.62,8080,cdn.discordapp.com
220.104.170.35,1756,24.183.188.249,8000,login.microsoftonline.com
31.141.181.2,2529,30.229.182.141,80,www.google.com
191.176.128.160,2532,232.128.116.99,8000,medium.com
247.116.144.60,1023,170.118.221.230,80,www.instagram.com
186.97.202.35,5356,100.187.118.134,8080,api.line.me
47.67.123.152,6045,254.235.224.221,80,stackoverflow.com
167.12.216.67,2328,9.134.232.247,8080,youtube.com
28.127.50.12,2712,184.230.182.5,8080,stackoverflow.com
225.30.42.29,3393,85.224.171.142,8000,api.line.me
29.63.115.166,3781,48.143.2.103,80,api.line.me
158.244.187.65,5717,3.194.7.104,80,student.university.ac.th
244.85.27.114,4508,242.3.110.92,80,medium.com
62.52.89.223,4022,110.45.216.188,80,api.line.me
22.94.7.179,3751,10.173.145.118,8000,api.line.me
108.216.253.34,4811,67.7.107.15,80,www.instagram.com
187.162.77.175,3757,23.11.200.11,80,google.com
180.247.235.201,5109,174.209.114.160,8000,student.university.ac.th
247.32.235.81,1588,0.244.126.123,80,zoom.us
188.221.26.22,1044,6.47.64.237,8000,stackoverflow.com
14.49.40.228,5878,77.44.188.0,8080,twitter.com
195.210.225.189,5033,43.229.44.8,80,api.line.me
216.212.117.225,5325,26.142.17.130,80,cdn.discordapp.com
79.125.177.115,5976,148.22.204.104,80,twitter.com
158.161.213.194,3298,65.147.17.52,80,amazon.com
211.195.215.46,2961,132.25.58.86,80,www.instagram.com
40.161.10.100,5541,192.16.204.141,80,zoom.us
26.164.190.120,2427,224.206.178.50,80,www.google.com
14.58.113.178,6205,136.206.171.132,80,amazon.com
156.89.153.144,4826,8.204.179.121,8000,zoom.us
8.92.222.254,2238,223.217.82.124,8000,twitter.com
81.194.143.227,6317,21.85.118.158,80,youtube.com
174.51.165.212,3635,163.130.174.80,80,google.com
104.228.95.199,3660,140.107.227.243,8000,stackoverflow.com
19.209.74.165,1375,203.91.53.44,80,www.google.com
129.4.136.107,5316,181.240.96.57,80,student.university.ac.th
212.91.217.232,4245,223.243.64.251,8000,login.microsoftonline.com
169.133.99.12,1943,94.71.33.93,80,api.line.me
194.131.38.15,4789,108.36.66.255,80,www.instagram.com
90.45.153.90,1083,118.206.83.148,80,university.ac.th
207.111.68.105,5892,56.157.9.171,8000,student.university.ac.th
151.55.122.123,5740,152.64.25.198,80,api.line.me
147.211.4.194,1439,48.187.176.92,80,login.microsoftonline.com
61.246.238.102,3496,36.24.110.245,8000,www.google.com
195.38.2.145,1812,225.81.21.27,80,stackoverflow.com
32.153.139.212,2776,200.214.150.138,80,twitter.com
52.118.28.146,2634,96.237.239.178,8080,zoom.us
121.83.42.183,2278,101.205.110.197,80,login.microsoftonline.com
252.186.228.242,1152,237.47.208.79,8000,stackoverflow.com
68.119.142.145,5480,77.133.43.243,80,www.google.com
161.199.67.94,5342,51.163.56.207,80,api.line.me
202.74.40.125,3392,26.178.207.14,80,login.microsoftonline.com
127.132.63.211,6375,197.157.54.12,8000,youtube.com
191.155.151.119,1427,133.26.196.72,80,twitter.com
120.185.250.67,5613,64.162.9.64,80,amazon.com
16.87.6.211,1362,206.16.30.250,80,stackoverflow.com
255.95.8.173,5268,180.30.177.96,80,youtube.com
29.252.70.164,2902,203.207.117.40,80,medium.com
38.207.39.19,4742,207.58.75.1,80,facebook.com
70.1.250.19,3343,75.244.94.207,80,facebook.com
107.152.171.177,5093,198.124.39.34,80,google.com
149.15.190.147,1053,43.149.221.202,80,google.com
75.61.88.188,4634,219.97.148.196,80,facebook.com
152.49.39.96,2669,78.182.48.172,8000,zoom.us
108.57.126.242,4112,96.94.182.227,80,student.university.ac.th
