ipaddr_origin,idp_origin,ipaddr_resp,idp_resp,host,uri
57.239.237.9,3645,125.182.96.72,8000,teams.microsoft.com,/home
4.150.244.4,4591,55.198.123.135,8000,login.microsoftonline.com,/stories/12345
71.181.120.30,2945,180.188.56.93,80,student.university.ac.th,/dashboard
39.90.168.19,2017,201.130.113.90,8000,youtube.com,/api/ping
6.20.189.91,6439,189.219.86.198,8000,api.line.me,/profile
158.108.174.3,6298,23.187.2.10,80,youtube.com,/course
77.252.28.202,4247,108.49.221.79,80,amazon.com,/auth/verify
185.224.83.192,4261,45.23.106.169,80,api.line.me,/products/books
235.188.181.111,2525,233.11.184.4,80,zoom.us,/course
201.95.183.215,1425,30.215.188.165,8000,cdn.discordapp.com,/login
255.131.43.152,3710,158.19.73.149,80,facebook.com,/profile
207.210.220.138,1888,151.238.83.101,80,zoom.us,/home
156.34.16.110,4397,152.22.191.20,80,api.line.me,/search?q=data
225.189.150.101,3625,35.95.154.143,80,stackoverflow.com,/course
233.136.23.70,1609,228.43.83.108,80,www.google.com,/auth/verify
22.66.248.109,5899,245.92.166.7,80,google.com,/search?q=data
35.83.30.60,2713,172.36.189.181,80,google.com,/profile
55.150.228.185,2859,161.215.54.170,8000,www.google.com,/course
87.29.250.10,3927,71.204.40.228,80,cdn.discordapp.com,/profile
192.145.19.234,3834,61.182.164.200,8000,amazon.com,/profile
158.131.217.96,3486,102.233.14.118,80,university.ac.th,/api/ping
106.151.242.92,4005,126.249.98.84,8080,twitter.com,/en-US/docs/Web/HTTP
244.58.51.131,6224,190.90.84.180,80,zoom.us,/products/books
166.245.200.117,1617,167.224.63.244,80,amazon.com,/search?q=data
88.54.23.0,3336,16.100.232.177,8000,twitter.com,/auth/verify
138.6.138.77,4427,78.182.196.215,8000,zoom.us,/api/ping
51.125.188.9,5089,143.123.0.185,8000,amazon.com,/login
93.35.39.30,3629,247.137.201.157,8000,university.ac.th,/messages
120.156.108.204,4195,212.1.53.33,80,www.instagram.com,/messages
36.58.158.255,6430,23.3.210.233,80,amazon.com,/messages
228.112.150.245,4858,48.31.166.253,80,teams.microsoft.com,/api/ping
49.255.189.21,5969,199.13.86.150,80,www.google.com,/messages
111.215.1.156,2468,101.204.236.96,80,www.instagram.com,/dashboard
95.149.140.145,2898,138.83.38.234,8080,login.microsoftonline.com,/stories/12345
64.223.61.255,4431,239.249.0.138,80,stackoverflow.com,/en-US/docs/Web/HTTP
247.57.149.16,2579,186.246.98.204,80,www.instagram.com,/auth/verify
236.47.23.171,2975,33.56.7.70,80,amazon.com,/en-US/docs/Web/HTTP
91.204.137.103,3833,198.105.128.210,80,teams.microsoft.com,/messages
225.107.28.32,4245,115.242.96.241,8000,api.line.me,/course
73.27.96.63,2163,123.121.27.44,80,cdn.discordapp.com,/home
235.87.210.249,1626,190.220.85.229,80,zoom.us,/en-US/docs/Web/HTTP
201.1.241.23,6183,116.4.87.43,80,google.com,/auth/verify
187.202.214.65,1713,2.91.81.2,80,university.ac.th,/dashboard
18.63.21.173,4386,134.147.221.134,80,university.ac.th,/stories/12345
119.146.150.52,4227,19.255.138.36,80,login.microsoftonline.com,/auth/verify
37.69.64.21,1850,20.171.154.2,80,cdn.discordapp.com,/course
118.157.86.11,1069,126.222.221.122,80,teams.microsoft.com,/course
2.238.221.209,2044,163.188.122.18,80,twitter.com,/login
23.70.121.181,5128,218.189.163.56,80,medium.com,/profile
122.182.44.140,4093,206.145.157.189,80,zoom.us,/dashboard
9.34.164.35,3128,23.218.43.10,80,stackoverflow.com,/login
149.198.251.66,5048,110.24.156.140,8000,teams.microsoft.com,/download/latest
12.14.206.177,4241,40.64.106.66,8000,youtube.com,/dashboard
58.232.161.192,1024,131.137.100.87,80,youtube.com,/profile
64.96.14.189,2426,189.205.55.57,80,student.university.ac.th,/api/ping
58.144.36.167,2592,141.254.39.157,80,stackoverflow.com,/course
243.162.227.92,4434,222.120.254.69,80,www.instagram.com,/stories/12345
16.170.29.93,3975,78.122.214.254,80,stackoverflow.com,/search?q=data
3.195.173.142,4066,36.67.47.35,8080,cdn.discordapp.com,/en-US/docs/Web/HTTP
162.160.4.98,3028,207.153.229.102,80,www.google.com,/products/books
212.239.148.192,6381,195.109.195.230,80,api.line.me,/home
65.167.87.221,3672,2.224.133.226,80,facebook.com,/search?q=data
188.123.79.143,2051,86.95.4.86,80,medium.com,/search?q=data
18.245.187.145,6363,178.107.99.232,8080,stackoverflow.com,/products/books
168.15.148.154,1635,87.56.208.154,80,teams.microsoft.com,/login
137.68.15.118,1975,138.170.61.26,80,university.ac.th,/auth/verify
54.164.161.120,5555,77.145.152.106,80,amazon.com,/course
202.163.169.0,4650,246.3.189.228,80,stackoverflow.com,/download/latest
102.156.131.95,1316,79.251.129.251,80,www.instagram.com,/download/latest
77.69.20.34,1753,166.124.157.251,80,api.line.me,/api/ping
105.96.45.52,1893,11.59.140.214,8000,google.com,/home
210.62.118.10,2004,54.189.123.100,80,api.line.me,/api/ping
188.236.190.48,4451,77.56.169.11,80,zoom.us,/stories/12345
39.87.4.209,2022,14.226.89.65,8080,api.line.me,/download/latest
132.214.96.181,1183,4.73.58.52,80,api.line.me,/messages
112.147.81.93,5348,27.208.32.13,80,www.instagram.com,/messages
86.235.66.8,5608,227.118.134.106,80,student.university.ac.th,/auth/verify
22.118.118.113,1385,166.212.96.131,8000,amazon.com,/home
156.87.6.166,4207,61.154.107.252,8080,zoom.us,/dashboard
0.44.20.155,1100,102.154.52.120,8000,login.microsoftonline.com,/dashboard
35.66.212.250,5900,169.61.199.222,8000,university.ac.th,/dashboard
210.162.86.31,4829,229.230.6.24,80,api.line.me,/profile
166.47.190.97,3896,46.193.101.121,80,zoom.us,/stories/12345
152.173.194.248,3770,101.105.240.150,80,www.instagram.com,/messages
93.144.182.180,2320,27.175.188.231,80,university.ac.th,/search?q=data
87.99.68.88,3213,96.115.184.240,8080,zoom.us,/course
56.113.94.49,3971,60.68.65.224,8000,teams.microsoft.com,/stories/12345
120.74.86.103,3584,204.137.73.88,8000,youtube.com,/login
81.244.107.40,5075,83.90.76.139,80,teams.microsoft.com,/login
166.27.87.95,4901,81.190.126.52,80,login.microsoftonline.com,/en-US/docs/Web/HTTP
25.104.140.249,6047,182.71.21.136,80,university.ac.th,/api/ping
225.63.217.229,4303,41.132.249.187,80,youtube.com,/auth/verify
254.20.124.169,2880,180.203.46.53,80,www.instagram.com,/products/books
43.246.201.206,1159,95.203.250.196,8000,youtube.com,/course
112.207.173.193,2801,144.210.2.24,80,google.com,/messages
60.216.233.158,5928,182.216.200.182,80,medium.com,/api/ping
66.235.127.240,3406,146.108.142.175,80,amazon.com,/profile
202.69.74.140,5860,193.170.159.150,80,teams.microsoft.com,/en-US/docs/Web/HTTP
204.94.85.252,4456,152.80.62.28,8080,api.line.me,/dashboard
224.21.76.154,2550,144.52.34.196,80,amazon.com,/dashboard
28.250.126.220,2453,76.235.222.58,8000,stackoverflow.com,/search?q=data
9.84.246.144,2431,22.144.113.175,80,university.ac.th,/messages
16.184.226.50,2921,236.203.233.160,80,facebook.com,/login
51.4.215.61,1604,215.29.117.142,80,login.microsoftonline.com,/auth/verify
181.14.183.136,4937,171.107.156.149,8080,login.microsoftonline.com,/home
97.83.12.187,2110,5.105.254.104,80,stackoverflow.com,/login
59.41.14.51,4908,233.29.198.224,80,amazon.com,/profile
114.129.169.44,1419,140.128.238.120,8080,student.university.ac.th,/stories/12345
39.139.158.161,4656,36.225.45.101,80,www.google.com,/auth/verify
5.82.163.98,5358,12.175.247.9,8000,login.microsoftonline.com,/products/books
216.202.181.211,3173,130.0.132.63,80,stackoverflow.com,/api/ping
143.96.107.190,2010,199.72.145.108,80,facebook.com,/auth/verify
45.171.212.232,4274,110.188.121.230,8000,student.university.ac.th,/messages
255.232.253.37,5313,47.214.106.130,80,zoom.us,/products/books
40.203.76.195,1844,92.212.58.33,8000,api.line.me,/login
143.121.4.100,3278,24.193.48.93,80,google.com,/stories/12345
235.173.34.207,3583,42.27.150.98,80,google.com,/profile
240.46.41.41,5099,245.94.75.169,80,google.com,/download/latest
91.142.189.33,5469,230.33.167.157,8000,login.microsoftonline.com,/products/books
200.156.24.102,3019,162.83.144.126,80,zoom.us,/search?q=data
243.154.71.4,5053,205.126.216.171,8000,stackoverflow.com,/home
95.172.14.108,2506,151.51.46.57,80,medium.com,/stories/12345
72.45.100.243,5516,25.64.148.234,80,university.ac.th,/search?q=data
157.253.115.105,4916,34.197.161.190,8080,api.line.me,/home
108.207.191.175,3151,106.100.97.43,80,cdn.discordapp.com,/en-US/docs/Web/HTTP
129.248.74.180,5977,47.3.205.77,80,teams.microsoft.com,/en-US/docs/Web/HTTP
163.184.104.170,1300,4.156.241.134,8080,www.google.com,/messages
115.199.219.95,2721,220.251.216.169,8000,login.microsoftonline.com,/messages
83.105.51.224,3969,205.248.135.161,80,university.ac.th,/search?q=data
216.82.59.21,5002,203.124.237.254,80,www.instagram.com,/dashboard
25.146.112.108,5911,188.82.221.248,80,university.ac.th,/dashboard
160.227.46.246,2826,179.35.189.199,8080,student.university.ac.th,/course
148.7.83.81,5868,181.66.15.203,80,facebook.com,/login
79.11.186.170,5626,120.168.179.214,80,login.microsoftonline.com,/download/latest
159.91.33.92,5878,32.84.135.84,80,google.com,/profile
79.129.199.165,3021,154.13.217.52,80,amazon.com,/course
30.32.140.46,4586,105.97.13.114,80,amazon.com,/messages
130.38.113.87,4352,252.243.213.126,80,teams.microsoft.com,/download/latest
187.188.139.140,3097,159.111.245.42,80,api.line.me,/login
155.114.86.229,6113,176.232.231.34,80,google.com,/search?q=data
22.95.246.34,5773,44.96.0.108,80,login.microsoftonline.com,/course
2.101.67.5,4588,83.110.63.69,80,www.google.com,/products/books
214.115.135.81,4798,29.47.156.103,8000,medium.com,/auth/verify
43.10.84.212,6218,148.52.24.57,80,university.ac.th,/en-US/docs/Web/HTTP
58.73.188.79,2222,12.244.111.50,8080,twitter.com,/stories/12345
32.71.32.47,2561,168.208.196.66,8000,university.ac.th,/home
82.74.80.101,5562,180.27.41.41,8000,login.microsoftonline.com,/download/latest
113.128.127.205,4468,238.191.128.145,80,stackoverflow.com,/download/latest
219.136.158.185,2498,224.27.190.132,8080,zoom.us,/stories/12345
241.173.1.122,4992,139.233.36.186,80,amazon.com,/messages
26.51.103.196,5327,248.238.165.43,8000,medium.com,/home
71.129.46.2,1437,26.203.219.12,8000,www.instagram.com,/dashboard
81.39.229.28,2295,5.46.170.186,8000,facebook.com,/search?q=data
73.206.55.190,4898,77.46.251.21,80,teams.microsoft.com,/auth/verify
183.95.149.247,6207,115.21.45.73,80,stackoverflow.com,/profile
111.92.187.78,6269,83.47.182.26,80,www.instagram.com,/en-US/docs/Web/HTTP
193.235.242.23,5848,217.38.14.233,80,university.ac.th,/search?q=data
66.149.15.32,4075,16.186.10.47,8000,youtube.com,/course
84.243.224.238,2036,235.59.250.103,80,twitter.com,/course
139.215.12.32,6211,133.83.150.165,80,zoom.us,/profile
243.160.128.254,6408,162.200.217.176,80,www.instagram.com,/dashboard
8.165.30.25,2814,141.228.98.186,80,medium.com,/stories/12345
23.187.75.179,1304,76.192.238.223,8000,cdn.discordapp.com,/download/latest
164.181.82.251,6016,196.10.40.241,80,student.university.ac.th,/home
177.227.228.98,1767,249.150.44.76,8000,zoom.us,/course
122.36.218.250,4837,43.187.45.44,80,teams.microsoft.com,/search?q=data
241.241.75.240,5755,170.143.118.41,8080,login.microsoftonline.com,/auth/verify
47.163.175.96,2204,83.171.142.142,80,zoom.us,/home
179.79.19.230,3884,222.91.211.238,80,google.com,/auth/verify
2.220.246.86,5966,185.197.119.194,80,google.com,/dashboard
106.211.110.241,3091,243.16.1.192,80,facebook.com,/en-US/docs/Web/HTTP
255.23.4.103,3878,136.86.5.212,80,youtube.com,/api/ping
70.88.176.195,6205,29.71.68.251,8000,zoom.us,/download/latest
112.92.102.253,1742,21.13.81.210,80,zoom.us,/messages
158.1.8.101,6309,13.29.14.76,8080,api.line.me,/login
242.29.240.18,5008,161.166.68.62,80,facebook.com,/home
186.111.211.14,1376,147.205.212.241,80,teams.microsoft.com,/download/latest
212.254.53.27,2167,144.66.88.10,80,zoom.us,/login
127.198.248.243,3910,205.179.204.170,80,amazon.com,/messages
189.171.94.235,2001,126.216.76.244,8080,www.instagram.com,/messages
147.8.91.134,6437,78.169.105.23,80,youtube.com,/login
217.69.32.199,1170,60.190.110.178,8080,google.com,/dashboard
163.31.185.255,3333,70.21.192.104,80,student.university.ac.th,/auth/verify
23.117.139.60,4301,10.34.105.53,80,login.microsoftonline.com,/messages
204.200.22.196,5687,57.17.176.235,80,login.microsoftonline.com,/home
128.26.71.71,5045,121.71.39.89,80,stackoverflow.com,/home
1.7.51.39,4377,45.76.178.2,80,cdn.discordapp.com,/dashboard
18.77.253.38,5482,17.222.44.32,80,youtube.com,/api/ping
67.64.23.228,4132,201.23.88.180,80,medium.com,/profile
204.142.5.97,1583,146.68.125.245,80,stackoverflow.com,/en-US/docs/Web/HTTP
150.247.242.190,1917,35.6.32.111,8000,amazon.com,/en-US/docs/Web/HTTP
168.51.123.157,2836,175.41.234.252,8000,cdn.discordapp.com,/api/ping
149.155.65.123,5879,8.148.91.40,80,university.ac.th,/course
86.32.86.116,1611,84.197.189.75,80,amazon.com,/auth/verify
235.94.236.68,4809,197.213.199.171,80,stackoverflow.com,/messages
194.30.107.45,3024,59.191.134.217,8080,www.google.com,/course
166.106.98.164,6455,111.47.221.243,80,www.instagram.com,/stories/12345
58.166.16.137,2897,18.157.84.151,80,google.com,/login
161.11.50.124,1584,74.198.144.197,80,cdn.discordapp.com,/home
187.178.100.77,1782,120.145.60.192,80,amazon.com,/download/latest
19.74.67.137,5699,2.217.162.174,80,www.google.com,/products/books
247.112.46.106,3808,57.102.186.180,80,teams.microsoft.com,/products/books
6.77.104.33,1301,178.156.45.215,80,login.microsoftonline.com,/profile
12.110.12.100,5132,196.213.195.193,8080,www.google.com,/api/ping
9.95.227.27,1075,119.202.16.236,8000,google.com,/stories/12345
230.196.90.8,2296,162.90.189.191,80,university.ac.th,/en-US/docs/Web/HTTP
217.23.66.129,4800,100.51.144.144,8080,login.microsoftonline.com,/api/ping
123.182.127.50,1433,180.41.230.73,80,amazon.com,/dashboard
170.211.124.238,3127,76.122.11.127,80,teams.microsoft.com,/login
175.28.50.191,3719,148.12.33.178,80,www.google.com,/en-US/docs/Web/HTTP
226.132.92.198,6479,158.91.122.85,8000,twitter.com,/search?q=data
177.103.171.236,4666,201.4.231.64,80,www.instagram.com,/stories/12345
98.0.205.224,4088,113.252.39.151,8000,www.google.com,/products/books
195.105.30.156,4467,77.184.216.196,80,www.google.com,/en-US/docs/Web/HTTP
61.144.166.60,5406,143.130.56.191,8080,login.microsoftonline.com,/download/latest
217.160.125.154,1239,20.185.152.138,8000,zoom.us,/auth/verify
168.14.247.73,3583,154.125.183.68,80,student.university.ac.th,/products/books
33.85.87.98,6253,115.45.182.139,8000,teams.microsoft.com,/profile
238.34.18.251,4264,25.155.210.229,8080,student.university.ac.th,/products/books
8.111.9.144,2241,132.39.201.3,80,youtube.com,/api/ping
137.107.65.9,3874,119.244.17.124,80,google.com,/download/latest
140.216.69.245,3753,141.44.158.32,8000,www.google.com,/search?q=data
51.249.155.220,2880,206.241.174.0,80,teams.microsoft.com,/auth/verify
195.194.233.154,3148,175.124.103.159,80,medium.com,/profile
59.117.175.138,2980,166.20.146.77,80,teams.microsoft.com,/login
185.20.196.216,2865,93.230.16.45,80,google.com,/dashboard
113.63.64.173,6358,1.201.81.230,80,stackoverflow.com,/download/latest
227.46.99.227,2277,75.230.180.214,80,university.ac.th,/home
221.234.200.233,2079,54.234.53.206,80,stackoverflow.com,/profile
183.248.98.160,4259,63.196.176.173,80,teams.microsoft.com,/auth/verify
202.162.93.102,4776,83.142.75.194,80,medium.com,/api/ping
233.128.205.244,1402,108.110.192.32,80,university.ac.th,/course
109.117.74.4,5576,15.142.229.201,8000,zoom.us,/stories/12345
155.143.251.104,4491,13.134.139.191,8000,www.instagram.com,/search?q=data
174.62.138.169,3311,219.20.58.9,8000,teams.microsoft.com,/en-US/docs/Web/HTTP
129.45.11.10,4258,71.50.210.50,80,zoom.us,/profile
103.208.238.218,2927,3.149.230.251,80,youtube.com,/en-US/docs/Web/HTTP
75.220.111.28,1782,155.219.153.79,80,cdn.discordapp.com,/messages
18.199.139.48,5987,242.216.184.169,80,www.google.com,/auth/verify
252.18.149.12,4968,211.86.55.181,80,youtube.com,/course
214.82.131.106,4613,213.83.242.115,80,cdn.discordapp.com,/login
149.150.254.24,2321,4.217.233.124,8080,teams.microsoft.com,/download/latest
168.146.166.74,1020,176.80.247.90,80,www.instagram.com,/messages
154.226.249.32,4158,159.42.144.115,80,google.com,/api/ping
67.123.124.33,1017,140.1.34.17,80,youtube.com,/auth/verify
116.75.87.232,6293,73.3.58.86,80,teams.microsoft.com,/stories/12345
73.160.241.47,3789,63.84.198.225,8000,zoom.us,/download/latest
58.86.135.161,2495,232.50.220.199,80,api.line.me,/download/latest
26.201.192.86,2154,204.179.49.169,8000,amazon.com,/search?q=data
221.57.36.191,3255,57.204.56.150,80,university.ac.th,/profile
57.13.42.193,1242,32.67.56.121,80,cdn.discordapp.com,/products/books
209.79.100.161,5560,208.43.50.66,80,login.microsoftonline.com,/dashboard
228.242.168.142,4547,91.91.154.146,80,api.line.me,/search?q=data
155.170.96.120,6064,121.112.12.95,80,facebook.com,/api/ping
17.92.119.236,4311,153.59.28.48,80,google.com,/api/ping
47.190.43.145,1758,156.110.111.249,80,stackoverflow.com,/api/ping
122.91.152.178,5782,198.126.244.74,8000,university.ac.th,/products/books
175.208.4.102,1986,83.178.202.67,80,cdn.discordapp.com,/en-US/docs/Web/HTTP
104.158.143.18,2902,101.22.125.109,80,cdn.discordapp.com,/api/ping
129.185.6.214,4012,0.101.182.249,80,www.instagram.com,/auth/verify
230.204.89.100,5780,85.74.57.204,80,www.instagram.com,/course
94.246.165.2,4954,172.196.98.110,80,amazon.com,/home
118.2.178.105,1924,150.146.148.221,80,stackoverflow.com,/api/ping
209.134.148.253,2861,131.59.205.195,80,amazon.com,/course
48.245.204.244,3046,1.17.111.189,80,www.google.com,/home
215.92.108.100,2126,77.98.119.156,80,www.instagram.com,/messages
138.49.79.211,6107,201.150.40.201,80,youtube.com,/profile
173.40.117.3,2545,11.244.182.203,80,login.microsoftonline.com,/course
109.89.31.201,4420,66.104.22.115,8080,google.com,/stories/12345
172.33.227.34,4003,80.105.161.49,80,www.google.com,/course
251.76.232.143,6110,17.97.90.248,80,university.ac.th,/home
169.51.1.197,4726,169.179.154.240,80,twitter.com,/messages
114.134.99.81,1845,126.145.50.1,8000,zoom.us,/search?q=data
123.67.92.109,5163,107.167.34.189,80,api.line.me,/dashboard
149.143.145.101,2611,254.133.212.53,80,twitter.com,/home
36.128.19.231,3580,101.34.50.51,8000,student.university.ac.th,/dashboard
44.4.165.10,5158,37.255.182.242,80,youtube.com,/course
203.43.132.63,2678,78.118.194.148,8000,www.google.com,/login
73.27.250.219,2666,172.140.255.4,8080,zoom.us,/messages
38.13.1.174,2441,173.178.208.198,80,amazon.com,/search?q=data
71.26.175.35,2458,57.135.6.7,80,zoom.us,/products/books
205.59.76.161,5451,60.22.225.8,80,api.line.me,/home
137.118.169.221,1191,44.61.248.171,80,www.google.com,/course
8.175.73.76,3709,235.212.67.188,80,google.com,/messages
204.207.143.187,1032,123.151.57.112,8000,stackoverflow.com,/auth/verify
79.114.59.208,2964,137.248.128.50,8000,youtube.com,/profile
254.103.243.116,2607,146.219.161.25,80,api.line.me,/messages
150.190.176.29,1876,0.104.93.43,80,zoom.us,/auth/verify
134.217.213.82,6156,155.109.228.252,8000,www.instagram.com,/api/ping
94.130.18.171,4469,172.100.106.255,80,teams.microsoft.com,/api/ping
193.20.57.35,2312,44.114.83.11,80,youtube.com,/course
133.73.110.157,5470,68.113.101.42,8000,teams.microsoft.com,/auth/verify
162.88.166.211,6237,72.176.189.105,80,google.com,/login
222.153.116.192,1696,105.195.121.13,80,facebook.com,/messages
45.233.183.96,4331,41.173.106.253,80,login.microsoftonline.com,/home
90.160.27.177,4376,222.55.61.91,80,cdn.discordapp.com,/course
67.59.166.59,1487,196.43.198.208,80,google.com,/profile
125.14.39.151,1701,41.238.66.2,80,facebook.com,/login
183.95.162.21,4720,28.208.46.148,80,facebook.com,/search?q=data
167.77.43.51,4849,179.120.41.94,8080,www.instagram.com,/stories/12345
115.133.48.194,3891,174.255.255.83,80,www.google.com,/dashboard
230.80.209.103,1011,219.112.141.213,8080,university.ac.th,/login
85.168.32.208,1829,43.194.111.137,80,api.line.me,/dashboard
202.119.202.223,1476,197.184.133.255,80,api.line.me,/products/books
230.159.148.39,4991,168.89.196.238,80,medium.com,/course
252.131.155.199,4001,225.247.213.139,80,student.university.ac.th,/auth/verify
97.190.119.220,5297,114.80.135.94,8000,amazon.com,/home
230.139.54.33,4986,43.195.246.37,80,google.com,/en-US/docs/Web/HTTP
75.219.222.120,4126,244.129.71.95,8000,twitter.com,/course
162.183.98.118,1008,235.182.147.28,80,cdn.discordapp.com,/dashboard
25.16.247.250,4764,218.184.67.27,8080,twitter.com,/course
78.1.153.80,6304,191.9.227.71,8080,www.instagram.com,/en-US/docs/Web/HTTP
156.226.238.34,6102,173.66.181.158,80,google.com,/home
164.124.7.216,1158,3.212.112.178,80,cdn.discordapp.com,/auth/verify
122.218.195.32,4787,127.12.218.237,80,twitter.com,/messages
19.113.42.231,2947,247.197.251.174,80,medium.com,/download/latest
159.212.106.158,3519,55.45.165.185,8000,medium.com,/api/ping
99.37.64.132,6401,148.148.202.213,80,login.microsoftonline.com,/download/latest
117.80.207.195,1498,100.40.72.99,80,university.ac.th,/profile
179.110.175.114,1560,39.26.112.121,8080,student.university.ac.th,/download/latest
179.96.104.220,6255,180.73.36.169,80,stackoverflow.com,/home
17.182.49.2,5813,35.228.34.27,8000,medium.com,/course
3.150.116.1,2006,251.2.171.234,80,amazon.com,/login
113.165.34.105,4371,162.55.23.68,80,youtube.com,/home
148.155.73.20,6474,38.249.7.33,8000,stackoverflow.com,/home
10.160.66.226,5202,39.60.200.254,80,www.instagram.com,/stories/12345
26.36.207.249,4221,156.17.33.221,80,www.instagram.com,/search?q=data
248.6.221.106,1391,242.105.50.26,80,api.line.me,/home
179.245.192.251,2207,182.8.31.31,80,cdn.discordapp.com,/auth/verify
214.3.191.27,4736,193.70.2.43,80,twitter.com,/search?q=data
68.72.32.255,3353,19.3.167.100,80,medium.com,/products/books
218.192.138.76,1929,91.93.162.240,80,teams.microsoft.com,/stories/12345
128.242.111.8,2876,134.82.167.61,80,teams.microsoft.com,/messages
196.235.50.91,2828,170.146.113.65,80,www.google.com,/course
88.184.126.44,3408,176.163.180.112,80,teams.microsoft.com,/auth/verify
52.51.49.233,4045,28.212.243.1,80,api.line.me,/auth/verify
110.244.141.53,4193,185.119.86.240,8000,login.microsoftonline.com,/en-US/docs/Web/HTTP
22.221.37.226,1644,221.27.18.115,8000,google.com,/messages
36.185.227.46,3060,47.145.137.7,80,www.google.com,/en-US/docs/Web/HTTP
152.185.214.129,5918,38.2.224.236,80,amazon.com,/search?q=data
171.0.118.6,1588,2.204.154.151,8000,stackoverflow.com,/download/latest
25.14.147.92,6415,110.56.185.102,8000,api.line.me,/dashboard
234.4.116.191,4401,179.167.152.128,80,teams.microsoft.com,/dashboard
158.97.116.38,5077,119.204.14.248,80,teams.microsoft.com,/login
101.51.212.129,3346,171.106.30.232,80,student.university.ac.th,/dashboard
159.177.183.79,4810,181.248.222.131,8080,facebook.com,/products/books
183.211.138.161,2711,106.181.137.130,80,amazon.com,/course
219.245.83.97,6493,46.248.189.130,8000,twitter.com,/home
185.87.248.106,2387,26.115.169.167,80,api.line.me,/profile
182.244.178.222,5390,111.65.45.109,80,stackoverflow.com,/messages
192.197.42.115,1568,55.171.26.38,80,www.google.com,/auth/verify
24.191.211.9,1273,139.132.114.203,8000,twitter.com,/en-US/docs/Web/HTTP
31.210.100.107,1621,111.159.75.216,80,login.microsoftonline.com,/auth/verify
1.245.137.219,5515,213.163.29.120,8000,www.google.com,/api/ping
146.119.135.255,2195,150.209.22.59,80,login.microsoftonline.com,/download/latest
179.160.63.125,3043,173.69.176.251,80,api.line.me,/profile
86.18.160.226,1588,54.151.201.240,80,teams.microsoft.com,/api/ping
126.49.200.244,4371,20.209.113.0,80,login.microsoftonline.com,/search?q=data
163.102.198.253,4514,242.224.79.128,80,facebook.com,/dashboard
170.106.239.48,5874,69.42.9.225,80,student.university.ac.th,/download/latest
198.205.149.148,2712,11.198.37.176,80,cdn.discordapp.com,/dashboard
233.126.213.227,2215,77.53.191.110,80,amazon.com,/course
93.71.131.102,5025,172.255.171.127,8000,facebook.com,/stories/12345
13.98.8.182,3021,59.26.61.105,80,youtube.com,/course
120.218.239.224,2517,40.4.175.105,80,www.instagram.com,/stories/12345
137.140.163.22,2249,122.61.248.68,80,facebook.com,/api/ping
63.14.244.244,3870,85.78.227.55,80,stackoverflow.com,/download/latest
205.18.0.196,5324,152.30.253.159,80,zoom.us,/profile
87.108.241.20,6272,142.22.102.58,80,facebook.com,/profile
245.178.59.74,2012,229.164.15.7,8080,login.microsoftonline.com,/stories/12345
94.146.128.245,1777,135.197.208.137,8000,api.line.me,/en-US/docs/Web/HTTP
195.98.108.126,5111,46.36.86.20,80,teams.microsoft.com,/course
210.134.254.37,4490,88.20.25.165,80,medium.com,/login
28.212.224.61,6403,159.70.19.44,80,www.instagram.com,/en-US/docs/Web/HTTP
177.122.251.119,1925,80.34.132.238,80,api.line.me,/stories/12345
201.17.35.189,3788,81.62.79.119,8000,zoom.us,/home
58.44.176.114,3291,207.142.109.50,80,student.university.ac.th,/login
90.185.127.102,4468,255.119.225.32,80,api.line.me,/home
168.194.32.128,4214,57.94.26.190,8000,university.ac.th,/auth/verify
19.245.23.238,5710,171.176.94.54,8080,cdn.discordapp.com,/course
175.251.249.110,1078,219.43.151.80,80,twitter.com,/stories/12345
183.1.144.239,3375,234.152.198.226,80,facebook.com,/home
8.235.40.104,3390,151.247.245.163,80,api.line.me,/products/books
146.242.137.170,3911,230.62.143.20,80,youtube.com,/auth/verify
41.230.199.58,4955,216.39.30.32,80,www.instagram.com,/home
198.137.217.32,3652,115.227.142.167,80,google.com,/home
214.77.191.212,5819,24.165.204.51,8080,student.university.ac.th,/download/latest
107.196.66.232,3666,161.4.17.92,80,www.google.com,/messages
128.117.88.86,4424,182.1.243.208,80,zoom.us,/course
0.142.107.192,1050,12.254.218.122,80,cdn.discordapp.com,/products/books
139.204.22.194,3647,202.71.255.213,80,www.instagram.com,/dashboard
179.134.220.34,1525,203.142.251.120,80,amazon.com,/dashboard
65.218.76.11,3328,20.14.199.176,80,university.ac.th,/home
121.116.70.215,5956,31.89.228.24,8000,www.instagram.com,/products/books
203.214.201.125,3939,119.17.248.127,80,google.com,/login
11.69.36.88,4128,49.96.102.120,8000,www.instagram.com,/profile
215.234.107.236,4789,96.27.15.58,80,api.line.me,/messages
76.199.194.43,6024,203.156.191.94,80,facebook.com,/dashboard
36.107.37.167,5501,231.159.175.89,80,twitter.com,/download/latest
48.98.166.222,4595,14.94.35.135,80,youtube.com,/download/latest
140.157.86.163,2699,148.170.101.93,80,student.university.ac.th,/dashboard
156.189.57.155,1474,17.142.240.36,80,amazon.com,/download/latest
123.211.30.228,1013,49.33.237.30,80,teams.microsoft.com,/messages
130.163.93.56,3339,186.115.196.141,80,google.com,/search?q=data
234.125.233.175,3993,61.85.138.87,80,medium.com,/search?q=data
17.51.72.127,4334,6.12.30.58,80,cdn.discordapp.com,/home
